label,text
1,  soon possible unending depression
1,  design depress voter turnout especially know
0,  miss family try anxiety check love people introvert parent emotional balancing
0,  grow team contribute dissect underlie
1,  anxiety connect regularly
1,  past pussy depress
1,  know depression feel
1,  level depress wait look like really
1,  cancel culture white victimize simply apologize
0,  life go laugh carry benefit
0,  need
0,  enjoy cause right depress living room apartment
1,  depression dead
1,  smart statement look teens college depression anxiety increase mental health mental health diagnosis medication usage huge increase suicide
0,  west anxiety like
0,  good daytime background noise series need follow work controllable distraction easy infinite anxiety silence mind
0,  anxiety attack heart rate minute laid
1,  really turn clinically depressed
0,  note super power absolutely bugger really shouldnt drama unexpected power fine massive anxiety spike
0,  black label society
1,  disorder elevate anxiety just week
1,  depress wage work class licit illicit market espouse progressive
1,  pain anxiety
1,  suicide depression incurable emotional
1,  remember like suicide squad come thought people illegally go
1,  song anxiety attack
1,  suicide suicide selfish just
1,  depress
1,  need discuss difference depression stress confuse disease genetic just
0,  excitement today feel overwhelming change thats go happen soon plus anxiety increase covid area lord guide protect
1,  depression enemy
1,  large cohort referent hazard time high referent suicide risk high
1,  depress turn phone listening
1,  turn therapist depressed alcoholic
1,  statistic suicide firearm directly link depression
0,  people evict people foreclose great depression government print compensate
1,  depression soon catch
1,  mean start depress
1,  partnership hospital health network peaceful life project screen depression anxiety
1,  depressed tell depressed start
1,  hate long story anxiety high
0,  like living anxiety
1,  feel like wrong problem just turn depression anxiety worse
1,  imagine go therapy anxiety go aswell need learn need
1,  ball life remember depression do stuff go gender sexuality just accept everybody live life misery know
1,  anxiety know handle
1,  stop depress
0,  friend lift woman drive road trip
1,  imposter syndrome especially insidious imposter syndrome instead depression suggest instead get hire deserve live life deserve
0,  standard operate assumption give learn
1,  know talk forgetfulness effect extreme depression tell forget literally phone hand wonder phone
1,  depressed dont live family house development horribly
1,  think death suicide lately
1,  feel depressed time bring friend
1,  doctor quiz depression purpose
1,  wait post obsession grow bare depress
0,  inspire inspired second making campaign directly depress drop slump
0,  vague like advertising shift demand like impact economic depression south global like know second
1,  journey life like road turn countless near fatal
1,  thoroughly depress
1,  youth suicide house mother teens meaningful address challenge youth suicide lead cause death hurt need help
0,  real
1,  eat body dont think meant harm comment today really hurt surround control really really depressed past working
1,  cure throw pity
1,  wait depression suicidal pas circle
1,  sleep generally anxiety get early work
1,  anxiety decide send school tomorrow home work time responsibility safe ashamed
1,  depress
1,  strong depression real
1,  potentially help cure depression
1,  valley pain abyss sorrow depression despite hate work
1,  anxiety happen right just feel
0,  go nose office type funny
0,  public child constantly anger good didnt notice grow anxiety regular depression forming just love
1,  follow bunch people longer self isolate depression
1,  depression just happy option leave
1,  block read stop anxiety
0,  month cause
1,  seriously go block depress
